"date","v1","v2","v3"
"1/1/2001",0.739980152393248,0.463232338085872,0.0423507257865441
"1/2/2001",0.777612147763435,0.2398308880306,0.514019441213265
"1/3/2001",1.22178564919085,0.178281760347761,0.354801070296659
"1/4/2001",1.01676750715642,0.0155170689244198,0.434238750448291
"1/5/2001",0.534015745387799,0.872106421705159,0.0812898239662637
"1/6/2001",0.310568268616286,1.14350830068128,0.0472583708499069
"1/7/2001",0.290477042632307,0.63665712306433,0.335142411812905
"1/8/2001",0.128520979544803,0.163970235994779,0.816682499074022
"1/9/2001",0.138344164074936,0.0121798758586937,0.409020463538823
"1/10/2001",0.688108645462873,0.601031127757955,0.882340200517279
"1/11/2001",0.42309197708912,0.583761310259447,0.279459301946392
"1/12/2001",0.114133855149552,0.626382178779213,0.418364133573242
"1/1/2002",0.271582649274902,0.0854931051025983,0.505642211766905
"1/2/2002",0.210690851248757,0.150484872710797,0.133673086389534
"1/3/2002",0.666403810511458,0.107666993318811,0.619277440674681
"1/4/2002",0.368658804396182,0.401417070631605,0.0826888335407135
"1/5/2002",0.791744562979077,0.170168189293979,0.401991422667825
"1/6/2002",0.436734013577199,0.268127135652448,0.760055937839174
"1/7/2002",0.374600792279411,0.0251740159811537,0.325332990004983
"1/8/2002",0.283416901172489,0.540090760621371,0.892379772833031
"1/9/2002",0.00358366587221523,0.493247127892885,1.28146561636332
"1/10/2002",0.239875153473419,0.616678092106265,1.13688962738799
"1/11/2002",0.0756773067113793,0.00593257110564621,0.795203854614066
"1/12/2002",0.312754337376291,0.00945660040642937,0.406863713955126
"1/1/2003",0.150957031422757,0.0283560248353396,0.361396616423634
"1/2/2003",0.00403282812513192,0.385876622729595,0.540450801882159
"1/3/2003",0.0521889263773899,0.753077750458423,0.0693932947556924
"1/4/2003",0.230900290512466,0.197795719659232,0.121051647114588
"1/5/2003",0.0803303848502215,0.00692315810272059,0.716293842713194
"1/6/2003",0.0845290286735682,0.20798453971087,0.679921242990774
"1/7/2003",0.126807356516694,0.5723331443805,0.874894547685746
"1/8/2003",0.392963718245418,0.719225477306668,0.517081879680853
"1/9/2003",0.988367611228274,0.348618346553112,0.405338128352455
"1/10/2003",0.799708720837056,0.401362794125187,1.07015482698333
"1/11/2003",0.671073837470047,0.0559472296015063,0.296265026389046
"1/12/2003",0.125811219792158,0.100019289906022,0.0190662167011387
"1/1/2004",0.0906722923673499,0.103407610163488,0.202587252871397
"1/2/2004",0.384586083222511,0.229267383722787,0.554940240497949
"1/3/2004",0.0846958298440642,0.393246899760202,0.227937654148222
"1/4/2004",0.408701783344534,0.632957590327307,0.421143340636541
"1/5/2004",0.334640119152495,0.336148021693623,0.56321846830733
"1/6/2004",0.467127005054883,0.234072719864958,0.829553153054171
"1/7/2004",0.103405060637312,1.21342609335653,0.247618586918292
"1/8/2004",0.388474362708817,0.972444266797488,1.31897170296508
"1/9/2004",0.750482530264139,0.626657642030336,1.36592787102644
"1/10/2004",0.726903133950371,0.807820573059633,0.811290196798285
